gvkey	gvkeyx	from	thru	tic	co_conm	co_tic	co_cusip
008873	000003	20061201	20100630	I0003	QUESTAR CORP	STR	748356102
012206	000003	20061204	20150728	I0003	DIRECTV	DTV.2	25490A309
007991	000003	20061220	20081105	I0003	TEREX CORP	TEX	880779103
176282	000003	20070103	20170227	I0003	SPECTRA ENERGY CORP	SE	847560109
002270	000003	20070104	20091222	I0003	ENSCO PLC	ESV	G3157S106
029875	000003	20070110		I0003	AVALONBAY COMMUNITIES INC	AVB	053484101
064891	000003	20070202		I0003	RALPH LAUREN CORP	RL	751212101
011115	000003	20070212		I0003	VARIAN MEDICAL SYSTEMS INC	VAR	92220P105
122015	000003	20070215	20151102	I0003	HUDSON CITY BANCORP INC	HCBK	443683107
011555	000003	20070222	20150630	I0003	INTEGRYS HOLDING INC	WEC3	45822P105
065609	000003	20070302		I0003	C H ROBINSON WORLDWIDE INC	CHRW	12541W209
007063	000003	20070320		I0003	HOST HOTELS & RESORTS INC	HST	44107P104
027780	000003	20070323	20090329	I0003	DDR CORP	DDR	23317H102
063643	000003	20070329	20131222	I0003	ABERCROMBIE & FITCH  -CL A	ANF	002896207
142953	000003	20070402		I0003	MONDELEZ INTERNATIONAL INC	MDLZ	609207105
157057	000003	20070410		I0003	ASSURANT INC	AIZ	04621X108
060992	000003	20070531	20111218	I0003	SUNEDISON INC	SUNEQ	86732Y109
008717	000003	20070601	20160131	I0003	PRECISION CASTPARTS CORP	PCP	740189105
177376	000003	20070702		I0003	DISCOVER FINANCIAL SVCS	DFS	254709108
028119	000003	20070702	20081112	I0003	GGP INC	GGP	36174X101
177264	000003	20070702	20090604	I0003	COVIDIEN PLC	COV	G2554F113
177267	000003	20070702	20090625	I0003	TE CONNECTIVITY LTD	TEL	H84989104
065345	000003	20070709	20090303	I0003	AMERICAN CAPITAL LTD	ACAS	02503Y103
125595	000003	20070712		I0003	AKAMAI TECHNOLOGIES INC	AKAM	00971T101
006682	000003	20070827		I0003	LEUCADIA NATIONAL CORP	LUK	527288104
027965	000003	20070907		I0003	MICROCHIP TECHNOLOGY INC	MCHP	595017104
163610	000003	20070926		I0003	INTERCONTINENTAL EXCHANGE	ICE	45866F104
010466	000003	20070927		I0003	TESORO CORP	TSO	881609101
178310	000003	20071001	20170618	I0003	TERADATA CORP	TDC	88076W103
126296	000003	20071002		I0003	EXPEDIA INC	EXPE	30212P303
007912	000003	20071008		I0003	NOBLE ENERGY INC	NBL	655044105
004494	000003	20071010		I0003	EXPEDITORS INTL WASH INC	EXPD	302130109
166451	000003	20071025	20131112	I0003	NYSE EURONEXT	NYX	629491101
006216	000003	20071026		I0003	JACOBS ENGINEERING GROUP INC	JEC	469814107
062984	000003	20071029	20121223	I0003	TITANIUM METALS CORP	TIE	888339207
008694	000003	20071109	20160329	I0003	PEPCO HOLDINGS INC	POM	713291102
006994	000003	20071116	20090831	I0003	MANITOWOC CO	MTW	563571108
105365	000003	20071119		I0003	AMERICAN TOWER CORP	AMT	03027X100
145049	000003	20071214	20160424	I0003	GAMESTOP CORP	GME	36467W109
006788	000003	20071221		I0003	RANGE RESOURCES CORP	RRC	75281A109
011300	000003	20071231	20140921	I0003	GRAHAM HOLDINGS CO	GHC	384637104
010631	000003	20080102		I0003	TOTAL SYSTEM SERVICES INC	TSS	891906109
060894	000003	20080129	20160403	I0003	CAMERON INTERNATIONAL CORP	CAM	13342B105
013125	000003	20080331		I0003	HCP INC	HCP	40414L109
179621	000003	20080331		I0003	PHILIP MORRIS INTERNATIONAL	PM	718172109
136725	000003	20080602		I0003	INTUITIVE SURGICAL INC	ISRG	46120E602
009904	000003	20080606	20170403	I0003	SOUTHWESTERN ENERGY CO	SWN	845467109
147175	000003	20080611	20150611	I0003	LORILLARD INC	LO	544147101
020548	000003	20080623		I0003	CABOT OIL & GAS CORP	COG	127097103
141400	000003	20080623	20110601	I0003	MASSEY ENERGY CO	MEE	576206106
180167	000003	20080701		I0003	SCRIPPS NETWORKS INTERACTIVE	SNI	811065101
029968	000003	20080701	20111218	I0003	AK STEEL HOLDING CORP	AKS	001547108
160225	000003	20080718		I0003	MASTERCARD INC	MA	57636Q104
061483	000003	20080731		I0003	DAVITA INC	DVA	23918K108
029804	000003	20080821		I0003	INVESCO LTD	IVZ	G491BT108
163946	000003	20080827		I0003	CF INDUSTRIES HOLDINGS INC	CF	125269100
014225	000003	20080915		I0003	FASTENAL CO	FAST	311900104
157855	000003	20080915		I0003	SALESFORCE.COM INC	CRM	79466L302
005492	000003	20080922		I0003	HARRIS CORP	HRS	413875105
014359	000003	20080924		I0003	PIONEER NATURAL RESOURCES CO	PXD	723787107
014282	000003	20080930		I0003	AMPHENOL CORP	APH	032095101
004108	000003	20081002		I0003	FLOWSERVE CORP	FLS	34354P105
179700	000003	20081007		I0003	DR PEPPER SNAPPLE GROUP INC	DPS	26138E109
149337	000003	20081022		I0003	NASDAQ INC	NDAQ	631103108
011550	000003	20081031		I0003	WEC ENERGY GROUP INC	WEC	92939U106
009777	000003	20081106		I0003	SMUCKER (JM) CO	SJM	832696405
016245	000003	20081113		I0003	PEOPLE'S UNITED FINL INC	PBCT	712704105
013700	000003	20081114		I0003	DENTSPLY SIRONA INC	XRAY	24906P109
149318	000003	20081114		I0003	WYNN RESORTS LTD	WYNN	983134107
023945	000003	20081117	20111016	I0003	CEPHALON INC	CEPH	156708109
063527	000003	20081119		I0003	STERICYCLE INC	SRCL	858912108
118577	000003	20081124	20140123	I0003	LIFE TECHNOLOGIES CORP	LIFE.3	53217V109
004094	000003	20081202	20170404	I0003	DUN & BRADSTREET CORP	DNB	26483E100
112168	000003	20081205		I0003	REPUBLIC SERVICES INC	RSG	760759100
004430	000003	20081219		I0003	EQT CORP	EQT	26884L109
025783	000003	20081223	20110228	I0003	MCAFEE INC	MFE	579064106
009445	000003	20090102		I0003	SCANA CORP	SCG	80589M102
028477	000003	20090102		I0003	FLIR SYSTEMS INC	FLIR	302445101
008215	000003	20090102	20161201	I0003	OWENS-ILLINOIS INC	OI	690768403
062374	000003	20090106		I0003	IRON MOUNTAIN INC	IRM	46284V101
005543	000003	20090130		I0003	WELLTOWER INC	HCN	95040Q104
061409	000003	20090226	20161002	I0003	DIAMOND OFFSHRE DRILLING INC	DO	25271C102
005709	000003	20090304		I0003	HORMEL FOODS CORP	HRL	440452100
110179	000003	20090304		I0003	VENTAS INC	VTR	92276F100
007970	000003	20090317		I0003	EVERSOURCE ENERGY	ES	30040W108
028180	000003	20090327		I0003	O'REILLY AUTOMOTIVE INC	ORLY	67103H107
176404	000003	20090330	20160517	I0003	TIME WARNER CABLE INC	TWC	88732J207
020653	000003	20090402	20150322	I0003	DENBURY RESOURCES INC	DNR	247916208
142811	000003	20090605	20170116	I0003	FMC TECHNOLOGIES INC	FTI.1	30249U101
003905	000003	20090609	20120930	I0003	ADTALEM GLOBAL EDUCATION INC	ATGE	00737L103
160256	000003	20090630	20130430	I0003	METROPCS COMMUNICATIONS INC	PCS	591708102
011399	000003	20090701		I0003	WESTERN DIGITAL CORP	WDC	958102105
066446	000003	20090701		I0003	QUANTA SERVICES INC	PWR	74762E102
122841	000003	20090727		I0003	RED HAT INC	RHT	756577102
004510	000003	20090819		I0003	FMC CORP	FMC	302491303
183257	000003	20090901	20150317	I0003	CAREFUSION CORP	CFN	14170T101
012950	000003	20090909	20160522	I0003	AIRGAS INC	ARG	009363102
175404	000003	20091016	20170319	I0003	FIRST SOLAR INC	FSLR	336433107
119314	000003	20091106		I0003	PRICELINE GROUP INC	PCLN	741503403
009248	000003	20091221		I0003	ROSS STORES INC	ROST	778296103
179534	000003	20091221		I0003	VISA INC	V	92826C839
165123	000003	20091221	20130922	I0003	LEIDOS HOLDINGS INC	LDOS	525327102
003107	000003	20091221	20140401	I0003	CLIFFS NATURAL RESOURCES INC	CLF	18683K101
180833	000003	20091221	20170618	I0003	MEAD JOHNSON NUTRITION CO	MJN	582839106
024925	000003	20091223		I0003	ROPER TECHNOLOGIES INC	ROP	776696106
135990	000003	20100129		I0003	NRG ENERGY INC	NRG	629377508
029150	000003	20100208	20170319	I0003	URBAN OUTFITTERS INC	URBN	917047102
002176	000003	20100216		I0003	BERKSHIRE HATHAWAY	BRK.B	084670702
005581	000003	20100301		I0003	HELMERICH & PAYNE	HP	423452101
164296	000003	20100301		I0003	DISCOVERY COMMUNICATIONS INC	DISCA	25470F104
008151	000003	20100315		I0003	ONEOK INC	OKE	682680103
012850	000003	20100430		I0003	CERNER CORP	CERN	156782104
064410	000003	20100628		I0003	CARMAX INC	KMX	143130102
154357	000003	20100701	20150630	I0003	QEP RESOURCES INC	QEP	74733V100
028034	000003	20100715		I0003	CHUBB LTD	CB	H1467J104
010787	000003	20100827	20160905	I0003	TYCO INTERNATIONAL PLC	TYC	G91442106
005959	000003	20101117		I0003	INGERSOLL-RAND PLC	IR	G47791101
029173	000003	20101220		I0003	NEWFIELD EXPLORATION CO	NFX	651290108
121077	000003	20101220		I0003	F5 NETWORKS INC	FFIV	315616102
147579	000003	20101220		I0003	NETFLIX INC	NFLX	64110L106
012485	000003	20101220	20160623	I0003	ALTICE USA INC	ATUS	12686C109
186106	000003	20110104	20120524	I0003	MOTOROLA MOBILITY HLDGS INC	MMI.3	620097105
011925	000003	20110118	20150719	I0003	NOBLE CORP PLC	NE	G65431101
013003	000003	20110228	20151007	I0003	JOY GLOBAL INC	JOY	481165108
177264	000003	20110301	20150126	I0003	COVIDIEN PLC	COV	G2554F113
133366	000003	20110401		I0003	EDWARDS LIFESCIENCES CORP	EW	28176E108
124434	000003	20110404		I0003	BLACKROCK INC	BLK	09247X101
165914	000003	20110428		I0003	CHIPOTLE MEXICAN GRILL INC	CMG	169656105
162448	000003	20110602	20121001	I0003	ALPHA NATURAL RESOURCES INC	ANRZQ	02076X102
186989	000003	20110701		I0003	MARATHON PETROLEUM CORP	MPC	56585A102
143357	000003	20110706		I0003	ACCENTURE PLC	ACN	G1151C101
162129	000003	20110926		I0003	MOSAIC CO	MOS	61945C103
177267	000003	20111017		I0003	TE CONNECTIVITY LTD	TEL	H84989104
189491	000003	20111101		I0003	XYLEM INC	XYL	98419M100
003497	000003	20111123	20121202	I0003	COOPER INDUSTRIES PLC	CBE	G24140108
001837	000003	20111213	20160630	I0003	SOUTHERN CO GAS	SO7	001204106
024782	000003	20111219		I0003	PERRIGO CO PLC	PRGO	G97822103
028742	000003	20111219		I0003	BORGWARNER INC	BWA	099724106
031587	000003	20111219		I0003	DOLLAR TREE INC	DLTR	256746108
199356	000003	20111221		I0003	TRIPADVISOR INC	TRIP	896945201
187128	000003	20120103	20140323	I0003	WPX ENERGY INC	WPX	98212B103
113490	000003	20120314		I0003	CROWN CASTLE INTL CORP	CCI	22822V101
028118	000003	20120404	20160104	I0003	FOSSIL GROUP INC	FOSL	34988V106
170841	000003	20120501		I0003	PHILLIPS 66	PSX	718546104
006310	000003	20120525		I0003	KINDER MORGAN INC	KMI	49456B101
062263	000003	20120525		I0003	ALEXION PHARMACEUTICALS INC	ALXN	015351109
006565	000003	20120605		I0003	LAM RESEARCH CORP	LRCX	512807108
024316	000003	20120629		I0003	MONSTER BEVERAGE CORP	MNST	61174X109
150937	000003	20120702		I0003	SEAGATE TECHNOLOGY PLC	STX	G7945M107
002270	000003	20120731	20160329	I0003	ENSCO PLC	ESV	G3157S106
294524	000003	20120905		I0003	LYONDELLBASELL INDUSTRIES NV	LYB	N53745100
008463	000003	20121001		I0003	PENTAIR PLC	PNR	G7S00T104
014438	000003	20121001	20160502	I0003	ADT CORP	ADT	00101J106
012978	000003	20121002	20150702	I0003	KRAFT FOODS GROUP INC	KRFT	50076Q106
028648	000003	20121005	20150311	I0003	PETSMART INC	PETM	716768106
004016	000003	20121203		I0003	DOLLAR GENERAL CORP	DG	256677105
141459	000003	20121212		I0003	GARMIN LTD	GRMN	H2906T109
118122	000003	20121224		I0003	DELPHI AUTOMOTIVE PLC	DLPH	G27823106
016101	000003	20130102		I0003	ABBVIE INC	ABBV	00287Y109
008551	000003	20130214		I0003	PVH CORP	PVH	693656100
023812	000003	20130501		I0003	REGENERON PHARMACEUTICALS	REGN	75886F107
029868	000003	20130509		I0003	MACERICH CO	MAC	554382101
006335	000003	20130524		I0003	KANSAS CITY SOUTHERN	KSU	485170302
005073	000003	20130607		I0003	GENERAL MOTORS CO	GM	37045V100
013721	000003	20130624		I0003	ZOETIS INC	ZTS	98978V103
018043	000003	20130701		I0003	NEWS CORP	NWSA	65249B109
100873	000003	20130709		I0003	NIELSEN HOLDINGS NV	NLSN	G6518L108
003851	000003	20130911		I0003	DELTA AIR LINES INC	DAL	247361702
001598	000003	20130923		I0003	AMETEK INC	AME	031100100
024344	000003	20130923		I0003	VERTEX PHARMACEUTICALS INC	VRTX	92532F100
028338	000003	20131029		I0003	TRANSOCEAN LTD	RIG	H8817H100
198058	000003	20131113		I0003	MICHAEL KORS HOLDINGS LTD	KORS	G60754101
316056	000003	20131202		I0003	ALLEGION PLC	ALLE	G0176J109
028119	000003	20131210		I0003	GGP INC	GGP	36174X101
025119	000003	20131223		I0003	MOHAWK INDUSTRIES INC	MHK	608190104
143974	000003	20131223		I0003	ALLIANCE DATA SYSTEMS CORP	ADS	018581108
170617	000003	20131223		I0003	FACEBOOK INC	FB	30303M102
029736	000003	20140124		I0003	TRACTOR SUPPLY CO	TSCO	892356106
028877	000003	20140324	20160306	I0003	KEURIG GREEN MOUNTAIN INC	GMCR	49271M100
030293	000003	20140402		I0003	ESSEX PROPERTY TRUST	ESS	297178105
160329	000003	20140403		I0003	ALPHABET INC	GOOGL	02079K107
165052	000003	20140501		I0003	UNDER ARMOUR INC	UAA	904311107
180711	000003	20140508		I0003	BROADCOM LTD	AVGO	Y09827109
150699	000003	20140623		I0003	CIMAREX ENERGY CO	XEC	171798101
065886	000003	20140701		I0003	AFFILIATED MANAGERS GRP INC	AMG	008252108
029733	000003	20140702		I0003	MARTIN MARIETTA MATERIALS	MLM	573284106
164296	000003	20140807		I0003	DISCOVERY COMMUNICATIONS INC	DISCA	25470F302
018086	000003	20140819		I0003	MALLINCKRODT PLC	MNK	G5785G107
011032	000003	20140922		I0003	UNIVERSAL HEALTH SVCS INC	UHS	913903100
066065	000003	20140922		I0003	UNITED RENTALS INC	URI	911363109
013440	000003	20141105		I0003	LEVEL 3 COMMUNICATIONS INC	LVLT	52729N308
028191	000003	20141205		I0003	ROYAL CARIBBEAN CRUISES LTD	RCL	V7780T103
022260	000003	20150127		I0003	HCA HEALTHCARE INC	HCA	40412C101
063645	000003	20150127	20170301	I0003	ENDO INTERNATIONAL PLC	ENDP	G30401106
001327	000003	20150312		I0003	SKYWORKS SOLUTIONS INC	SWKS	83088M102
061494	000003	20150318		I0003	SCHEIN (HENRY) INC	HSIC	806407102
001045	000003	20150323		I0003	AMERICAN AIRLINES GROUP INC	AAL	02376R102
065290	000003	20150323		I0003	SL GREEN REALTY CORP	SLG	78440X101
138743	000003	20150323		I0003	EQUINIX INC	EQIX	29444U700
175319	000003	20150323		I0003	HANESBRANDS INC	HBI	410345102
030822	000003	20150407		I0003	REALTY INCOME CORP	O	756109104
064853	000003	20150612		I0003	QORVO INC	QRVO	74736K101
005783	000003	20150701		I0003	HUNT (JB) TRANSPRT SVCS INC	JBHT	445658107
022734	000003	20150701	20160602	I0003	BAXALTA INC	BXLT	07177M103
029830	000003	20150702		I0003	WESTROCK CO	WRK	96145D105
023827	000003	20150702	20160705	I0003	COLUMBIA PIPELINE GROUP INC	CPGX	198280109
005568	000003	20150703		I0003	KRAFT HEINZ CO	KHC	500754106
145977	000003	20150709		I0003	ADVANCE AUTO PARTS INC	AAP	00751Y106
024616	000003	20150720		I0003	PAYPAL HOLDINGS INC	PYPL	70450Y103
015520	000003	20150729		I0003	SIGNET JEWELERS LTD	SIG	G81276100
180405	000003	20150831		I0003	ACTIVISION BLIZZARD INC	ATVI	00507V109
010795	000003	20150903		I0003	UNITED CONTINENTAL HLDGS INC	UAL	910047109
012886	000003	20150921		I0003	TWENTY-FIRST CENTURY FOX INC	FOXA	90130A200
018043	000003	20150921		I0003	NEWS CORP	NWSA	65249B208
003226	000003	20150921	20151213	I0003	COMCAST CORP	CMCSA	20030N200
180652	000003	20151008		I0003	VERISK ANALYTICS INC	VRSK	92345Y106
026156	000003	20151102		I0003	HEWLETT PACKARD ENTERPRISE	HPE	42824C109
026410	000003	20151110	20151110	I0003	FOUR CORNERS PROPERTY TR INC	FCPT	35086T109
020686	000003	20151118		I0003	SYNCHRONY FINANCIAL	SYF	87165B103
138205	000003	20151119		I0003	ILLUMINA INC	ILMN	452327109
026304	000003	20151130		I0003	CSRA INC	CSRA	12650T104
003026	000003	20151229		I0003	CHURCH & DWIGHT INC	CHD	171340102
144009	000003	20160105		I0003	WILLIS TOWERS WATSON PLC	WLTW	G96629103
160479	000003	20160119		I0003	EXTRA SPACE STORAGE INC	EXR	30225T102
004605	000003	20160201		I0003	FEDERAL REALTY INVESTMENT TR	FRT	313747206
021825	000003	20160201		I0003	CITIZENS FINANCIAL GROUP INC	CFG	174610105
177884	000003	20160222		I0003	CONCHO RESOURCES INC	CXO	20605P101
179437	000003	20160304		I0003	AMERICAN WATER WORKS CO INC	AWK	030420103
010894	000003	20160307		I0003	UDR INC	UDR	902653104
020904	000003	20160330		I0003	HOLOGIC INC	HOLX	436440101
145552	000003	20160330		I0003	CENTENE CORP	CNC	15135B101
011584	000003	20160404		I0003	FOOT LOCKER INC	FL	344849104
165052	000003	20160408		I0003	UNDER ARMOUR INC	UAA	904311206
178704	000003	20160418		I0003	ULTA BEAUTY INC	ULTA	90384S303
141913	000003	20160425		I0003	GLOBAL PAYMENTS INC	GPN	37940X102
146017	000003	20160503		I0003	ACUITY BRANDS INC	AYI	00508Y102
001230	000003	20160513		I0003	ALASKA AIR GROUP INC	ALK	011659109
024609	000003	20160513	20160515	I0003			
027119	000003	20160516	20160516	I0003	INGEVITY CORP	NGVT	45688C107
160991	000003	20160518		I0003	DIGITAL REALTY TRUST INC	DLR	253868103
155394	000003	20160523		I0003	LKQ CORP	LKQ	501889208
004973	000003	20160531		I0003	ARTHUR J GALLAGHER & CO	AJG	363576109
148349	000003	20160603		I0003	TRANSDIGM GROUP INC	TDG	893641100
188255	000003	20160624		I0003	FORTUNE BRANDS HOME & SECUR	FBHS	34964C106
011554	000003	20160701		I0003	ALLIANT ENERGY CORP	LNT	018802108
029751	000003	20160701		I0003	ALBEMARLE CORP	ALB	012653101
026590	000003	20160705		I0003	FORTIVE CORP	FTV	34959J108
065772	000003	20160906		I0003	METTLER-TOLEDO INTL INC	MTD	592688105
014489	000003	20160907	20160907	I0003	DELL TECHNOLOGIES INC	DVMT	24703L103
126136	000003	20160908		I0003	CHARTER COMMUNICATIONS INC	CHTR	16119P108
003504	000003	20160923		I0003	COOPER COMPANIES INC	COO	216648402
012151	000003	20161003		I0003	COTY INC	COTY	222070203
026709	000003	20161003	20161003	I0003	VERSUM MATERIALS INC	VSM	92532W103
028070	000003	20161003	20161003	I0003	ADVANSIX INC	ASIX	00773T101
027333	000003	20161031	20161031	I0003	ADIENT PLC	ADNT	G0084W101
028192	000003	20161101		I0003	ARCONIC INC	ARNC	03965L100
027638	000003	20161101	20161101	I0003	ALCOA CORP	AA	013872106
027800	000003	20161101	20161101	I0003	QUALITY CARE PROPERTIES INC	QCP	747545101
028499	000003	20161101	20161101	I0003	YUM CHINA HOLDINGS INC	YUMC	98850P109
028790	000003	20161110	20161110	I0003	LAMB WESTON HOLDINGS INC	LW	513272104
029649	000003	20161202		I0003	MID-AMERICA APT CMNTYS INC	MAA	59522J103
065967	000003	20161202		I0003	ENVISION HEALTHCARE CORP	EVHC	29414D100
028719	000003	20170103	20170103	I0003	CONDUENT INC	CNDT	206787103
024197	000003	20170105		I0003	IDEXX LABS INC	IDXX	45168D104
030923	000003	20170117		I0003	TECHNIPFMC PLC	FTI	G87110105
029004	000003	20170130	20170130	I0003	VAREX IMAGING CORP	VREX	92214X106
